"","Site_code","Date","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM"
"2620","DC 16",2011-04-01,2011,31.0419998,18.6369991,6.6980004,12.6670008,1.238,12.2209997
"2621","DC 16",2011-05-01,2011,61.4959984,20.8670006,8.3920002,14.6290007,1.98,16.0130005
"2622","DC 16",2011-06-01,2011,48.6640015,26.3220005,13.1140003,19.7180004,2.6159999,22.5450001
"2623","DC 16",2011-07-01,2011,0,31.5009995,16.5340004,24.0170002,4.704,32.1209984
"2624","DC 16",2011-08-01,2011,0,32.6980019,16.6580009,24.6780014,5.619,35.9259987
"2625","DC 16",2011-09-01,2011,22.5450001,32.0359993,17.2320004,24.6330013,7.1900001,34.7960014
"2626","DC 16",2011-10-01,2012,62.9469986,23.4669991,12.2270002,17.8460007,2.5710001,16.3439999
"2627","DC 16",2011-11-01,2012,35.9990005,15.8850002,6.0000005,10.9420004,1.021,8.9980001
"2628","DC 16",2011-12-01,2012,3.473,14.8620005,2.756,8.809,2.049,11.2449999
"2629","DC 16",2012-01-01,2012,121.2590027,15.335,4.329,9.8320007,1.845,10.427
"2630","DC 16",2012-02-01,2012,48.9860001,15.7919998,4.5830002,10.1870003,1.46,10.6859999
"2631","DC 16",2012-03-01,2012,292.598999,14.5930004,5.7170005,10.1550007,1.191,8.2740002
"2632","DC 16",2012-04-01,2012,138.0379944,18.9389992,7.6570005,13.2970009,1.299,12.1809998
"2633","DC 16",2012-05-01,2012,2.4514,25.4370003,10.8030005,18.1200008,2.8740001,22.5319996
"2634","DC 16",2012-06-01,2012,7.7140002,29.0400009,13.1120005,21.0760002,4.3309999,30.6429996
"2635","DC 16",2012-07-01,2012,0.246,32.6150017,16.5310001,24.5730019,6.6009998,37.4850006
"2636","DC 16",2012-08-01,2012,0,34.7949982,18.677,26.7350006,10.1610003,44.512001
"2637","DC 16",2012-09-01,2012,0,31.8099995,16.3120003,24.0600014,8.2530003,35.0660019
"2638","DC 16",2012-10-01,2013,53.8260002,24.2679996,12.2460003,18.2560005,4.0609999,19.7810001
"2639","DC 16",2012-11-01,2013,238.5449982,17.3579998,8.8970003,13.1270008,1.173,9.1339998
"2640","DC 16",2012-12-01,2013,342.0617981,11.823,3.7110002,7.7670002,0.322,5.1240001
"2641","DC 16",2013-01-01,2013,19.7840004,12.8780003,2.6170001,7.7470002,0.996,7.9239998
"2642","DC 16",2013-02-01,2013,18.5219994,15.8769999,3.9590001,9.9170008,1.677,10.9870005
"2643","DC 16",2013-03-01,2013,71.526001,19.3670006,7.4390001,13.4030008,1.738,13.4910002
"2644","DC 16",2013-04-01,2013,31.4790001,22.7369995,9.3330002,16.0340004,2.5190001,18.823
"2645","DC 16",2013-05-01,2013,13.5570002,25.6620007,11.9460001,18.8040009,3.5780001,23.1809998
"2646","DC 16",2013-06-01,2013,30.5540009,30.0820007,15.052001,22.5670013,4.1290002,30.7889996
"2647","DC 16",2013-07-01,2013,0,34.6710014,18.4650002,26.5680008,8.3339996,42.5369987
"2648","DC 16",2013-08-01,2013,0.031,31.816,16.3410015,24.078001,6.5700002,35.2470016
"2649","DC 16",2013-09-01,2013,21.5569992,28.2269993,14.8050003,21.5150013,4.7470002,27.1919994
"2650","DC 16",2013-10-01,2014,3.8110001,24.2159996,10.8590002,17.5370007,5.348,22.4860001
"2651","DC 16",2013-11-01,2014,39.0820007,19.5990009,7.5780005,13.5880003,3.1259999,15.3219995
"2652","DC 16",2013-12-01,2014,8.2729998,14.6999998,2.592,8.6450005,2.069,11.1899996
"2653","DC 16",2014-01-01,2014,27.6270008,18.6870003,6.5600004,12.6230001,3.5599999,15.191
"2654","DC 16",2014-02-01,2014,245.2310028,15.9779997,6.9580002,11.467001,1.2589999,9.1800003
"2655","DC 16",2014-03-01,2014,177.9369965,18.9009991,8.3780003,13.6390009,2.108,12.9399996
"2656","DC 16",2014-04-01,2014,39.8839989,21.4729996,8.9680004,15.2200003,1.956,16.5
"2657","DC 16",2014-05-01,2014,4.1760001,26.5699997,12.3570004,19.4630013,4.302,26.1200008
"2658","DC 16",2014-06-01,2014,0,31.1159992,14.8330011,22.9740009,5.987,35.4189987
"2659","DC 16",2014-07-01,2014,0,34.2859993,18.7360001,26.5100021,8.1379995,41.2010002
"2660","DC 16",2014-08-01,2014,1.325,32.0250015,17.5300007,24.7770004,6.1690001,34.0830002
"2661","DC 16",2014-09-01,2014,16.0580006,30.3670006,16.1810017,23.2740002,6.717,31.6060009
"2662","DC 16",2014-10-01,2015,37.4119987,25.8579998,13.3360004,19.5970001,5.2810001,23.1189995
"2663","DC 16",2014-11-01,2015,105.4960022,17.8959999,8.3260002,13.111001,1.256,9.6870003
"2664","DC 16",2014-12-01,2015,293.9030151,14.1289997,7.3670006,10.7480001,0.424,5.3699999
"2665","DC 16",2015-01-01,2015,1.277,15.7629995,5.0540004,10.4080009,0.671,8.46
"2666","DC 16",2015-02-01,2015,86.5110016,18.7859993,8.1210003,13.453001,1.575,11.3389997
"2667","DC 16",2015-03-01,2015,12.0430002,21.6399994,9.1820002,15.4100008,2.3710001,15.8590002
"2668","DC 16",2015-04-01,2015,77.4179993,21.698,8.1020002,14.9000006,2.1630001,17.7320004
"2669","DC 16",2015-05-01,2015,4.4879999,24.4379997,10.5320005,17.4850006,1.9170001,20.4220009
"2670","DC 16",2015-06-01,2015,3.4849999,32.3160019,16.1760006,24.2460003,5.967,36.3260002
"2671","DC 16",2015-07-01,2015,0.608,32.7470016,17.9960003,25.3710003,7.1129999,36.605999
"2672","DC 16",2015-08-01,2015,0,32.3810005,17.1700001,24.7750015,7.5289998,36.2270012
"2673","DC 16",2015-09-01,2015,2.641,30.559,16.6810017,23.6200008,9.4469995,34.6559982
"2674","DC 16",2015-10-01,2016,9.1149998,26.6809998,14.7010012,20.6910019,5.6079998,23.9559994
"2675","DC 16",2015-11-01,2016,94.8929977,16.0300007,5.618,10.8240004,1.4680001,9.9750004
"2676","DC 16",2015-12-01,2016,186.1799927,11.901,3.7990003,7.8500004,0.57,5.5780001
"2677","DC 16",2016-01-01,2016,268.7319946,12.9169998,5.9840002,9.4500008,0.463,5.1110001
"2678","DC 16",2016-02-01,2016,46.0139999,18.2730007,7.2290006,12.7510004,1.663,11.8290005
"2679","DC 16",2016-03-01,2016,297.6749878,17.4260006,7.9990005,12.7120008,1.084,9.5810003
"2680","DC 16",2016-04-01,2016,37.3689995,21.8649998,9.3360004,15.6000004,1.842,15.5600004
"2681","DC 16",2016-05-01,2016,21.0179996,24.698,12.1890001,18.4430008,2.6849999,20.0790005
"2682","DC 16",2016-06-01,2016,0.368,31.3700008,16.2709999,23.8200016,6.4530001,35.2140007
"2683","DC 16",2016-07-01,2016,0,33.6570015,17.2740002,25.4650021,9.0159998,41.2260017
"2684","DC 16",2016-08-01,2016,0,33.0489998,16.8270016,24.9380016,7.7459998,38.0489998
"2685","DC 16",2016-09-01,2016,0,29.9669991,15.243001,22.6050014,7.4559999,31.9790001
"2686","DC 16",2016-10-01,2017,181.302002,21.8570004,11.979001,16.9180012,2.8540001,15.3529997
"2687","DC 16",2016-11-01,2017,110.3249969,17.6399994,8.6300001,13.1340008,1.073,9.5699997
"2688","DC 16",2016-12-01,2017,196.5359955,12.3540001,3.4340003,7.8940005,0.39,5.5570002
"2689","DC 16",2017-01-01,2017,423.7080078,11.375,4.2270002,7.8010006,0.401,4.2399998
"2690","DC 16",2017-02-01,2017,387.5180054,14.3540001,7.1510005,10.7520008,0.548,5.8850002
"2691","DC 16",2017-03-01,2017,116.5199966,18.2049999,7.9470005,13.0760002,1.2359999,10.9820004
"2692","DC 16",2017-04-01,2017,148.5980072,18.5020008,8.1890001,13.3450003,1.168,11.6999998
"2693","DC 16",2017-05-01,2017,5.039,26.0450001,11.9180002,18.9810009,2.8859999,22.1879997
"2694","DC 16",2017-06-01,2017,16.8560009,30.7719994,16.125,23.4480019,4.414,31.4230003
"2695","DC 16",2017-07-01,2017,0,35.4179993,19.4230003,27.420002,9.3520002,44.8240013
"2696","DC 16",2017-08-01,2017,0,34.4239998,19.1040001,26.7630005,6.836,37.6609993
"2697","DC 16",2017-09-01,2017,1.267,29.9689999,16.7940006,23.3810005,7.4330001,30.2959995
"2698","DC 16",2017-10-01,2018,16.8950005,25.6660004,11.7720003,18.7190018,6.059,24.4419994
"2699","DC 16",2017-11-01,2018,199.0670013,16.5200005,8.8070002,12.6630011,0.512,6.9060001
"2700","DC 16",2017-12-01,2018,16.4449997,15.6190004,4.3700004,9.9940004,1.283,10.2950001
"2701","DC 16",2018-01-01,2018,184.6699982,14.9720001,5.539,10.2550001,0.582,7.2249999
"2702","DC 16",2018-02-01,2018,27.5480003,16.5139999,3.8680003,10.1910009,1.7589999,12.2040005
"2703","DC 16",2018-03-01,2018,295.7810059,15.7639999,5.8870001,10.8250008,1.0140001,9.2449999
"2704","DC 16",2018-04-01,2018,119.2590027,20.4109993,8.684,14.5470009,1.572,14.1809998
"2705","DC 16",2018-05-01,2018,10.6719999,24.8530006,10.8970003,17.875,1.5369999,19.5470009
"2706","DC 16",2018-06-01,2018,0,30.4890003,13.769001,22.1290016,4.4590001,33.4980011
"2707","DC 16",2018-07-01,2018,0,35.1959991,19.7940006,27.4940014,9.1059999,43.2470016
"2708","DC 16",2018-08-01,2018,0,32.4459991,16.6870003,24.5660019,7.2849998,36.8209991
"2709","DC 16",2018-09-01,2018,0,30.1539993,14.920001,22.5370007,7.9840002,33.3339996
"2710","DC 16",2018-10-01,2019,19.3150005,25.2010002,12.6160002,18.9080009,5.915,22.816
"2711","DC 16",2018-11-01,2019,141.4620056,19.4130001,8.3900003,13.901001,4.3769999,15.9189997
"2712","DC 16",2018-12-01,2019,92.2639999,13.6079998,4.848,9.2270002,0.75,7.0229998
"2713","DC 16",2019-01-01,2019,221.3650055,14.4449997,5.7930002,10.118,1.063,7.6539998
"2714","DC 16",2019-02-01,2019,389.302002,11.165,3.6570001,7.4110003,0.816,5.7659998
"2715","DC 16",2019-03-01,2019,170.5310059,15.2349997,6.5670004,10.901001,1.39,8.9370003
"2716","DC 16",2019-04-01,2019,37.8969994,21.5960007,9.6099997,15.6029997,1.8710001,15.96
"2717","DC 16",2019-05-01,2019,114.7829971,21.9810009,9.3839998,15.6824999,1.359,16.0380001
"2718","DC 16",2019-06-01,2019,3.1559999,31.0750008,15.3789997,23.2269993,4.927,32.7970009
"2719","DC 16",2019-07-01,2019,0,33.3889999,17.7509995,25.5698986,7.1290002,39.9679985
"2720","DC 16",2019-08-01,2019,0,33.2319984,18.1439991,25.6878986,7.4949999,37.5820007
"2721","DC 16",2019-09-01,2019,41.2999992,28.743,15.1739998,21.9583988,6.2080002,29.1580009
"2722","DC 16",2019-10-01,2020,0.757,24.2450008,10.5649996,17.4049988,6.1529999,24.1299992
"2723","DC 16",2019-11-01,2020,33.2270012,20.0709991,8.1800003,14.1253996,4.0019999,16.7940006
"2724","DC 16",2019-12-01,2020,191.8110046,13.3610001,5.934,9.6475,0.722,6.1719999
"2725","DC 16",2020-01-01,2020,82.7269974,12.96,5.296,9.1280003,0.659,5.711
"2726","DC 16",2020-02-01,2020,2.0120001,18.3010006,5.6300001,11.9654999,2.848,14.4200001
"2727","DC 16",2020-03-01,2020,117.7559967,16.0160007,5.1069999,10.5614996,1.153,10.7980003
"2728","DC 16",2020-04-01,2020,69.9560013,20.6620007,8.7910004,14.7264996,1.842,15.3769999
"2729","DC 16",2020-05-01,2020,53.7890015,25.4829998,12.5290003,19.0059986,3.753,23.6240005
"2730","DC 16",2020-06-01,2020,0.74,30.1879997,15.2589998,22.7234001,5.9640002,32.2060013
"2731","DC 16",2020-07-01,2020,0,33.7649994,17.6350002,25.6998997,8.052,40.7680016
"2732","DC 16",2020-08-01,2020,0,34.5410004,19.5790005,27.0599995,10.2379999,42.3639984
"2733","DC 16",2020-09-01,2020,0,31.7350006,17.7840004,24.7594986,10.3360004,35.9609985
"2734","DC 16",2020-10-01,2021,0,28.4939995,14.7119999,21.6028996,9.5290003,31.6119995
"2735","DC 16",2020-11-01,2021,72.7559967,17.7320004,6.4970002,12.1145,3.2049999,14.1059999
"2736","DC 16",2020-12-01,2021,74.6790009,14.7559996,4.2179999,9.4868994,1.669,9.7019997
"2737","DC 16",2021-01-01,2021,121.0074997,13.9976997,4.7606997,9.3790998,1.4110999,8.3369999
"2738","DC 16",2021-02-01,2021,64.8749008,15.7030993,4.7887001,10.2458,1.6371,10.5635996
"2739","DC 16",2021-03-01,2021,90.4981003,16.4459,4.9698,10.7077999,2.0611,12.3034992
"2740","DC 16",2021-04-01,2021,7.5026999,22.6833,7.9489999,15.3160992,2.9638999,20.3920002
"2741","DC 16",2021-05-01,2021,2.2414,27.2639999,11.0334997,19.1486988,4.0207,28.4483986
"2742","DC 16",2021-06-01,2021,0,32.1639977,15.934,24.0488987,6.6616998,38.7787971
"2743","DC 16",2021-07-01,2021,0,35.3757973,18.8908997,27.1332989,9.6029997,46.8838005
"2744","DC 16",2021-08-01,2021,0,33.0822983,17.9246998,25.5033989,9.0838995,39.6716995
"2745","DC 16",2021-09-01,2021,10.4747,31.2228985,15.9334993,23.5781002,7.5127997,36.4596977
"2746","DC 16",2021-10-01,2022,269.3591003,21.6176987,11.0187998,16.3181992,4.0556998,17.4762001
"2747","DC 16",2021-11-01,2022,45.0291977,17.4624004,7.6950998,12.5787001,0.9873,8.9349995
"2748","DC 16",2021-12-01,2022,292.1141968,10.8884001,3.9720998,7.4301996,0.5954003,4.7354999
"2749","DC 16",2022-01-01,2022,20.3125992,15.6674995,4.4475999,10.0574999,1.4692999,10.4497995
"2750","DC 16",2022-02-01,2022,0.2127,17.9856987,4.3407998,11.1631994,2.8197997,15.1051998
"2751","DC 16",2022-03-01,2022,36.3167,20.1744003,7.875,14.0246992,2.7711,16.1126003
"2752","DC 16",2022-04-01,2022,97.2840958,20.1787987,7.5857997,13.8821993,2.3714998,17.1511002
"2753","DC 16",2022-05-01,2022,3.6141999,24.8129997,10.3807001,17.5967999,4.5553002,24.7708988
"2754","DC 16",2022-06-01,2022,22.1508999,30.4301987,16.2784004,23.3542004,8.1154995,35.4612007
"2755","DC 16",2022-07-01,2022,0,33.5691986,18.0268993,25.7979984,9.5880995,42.1037979
"2756","DC 16",2022-08-01,2022,0,33.8579979,19.1131992,26.4854984,10.1927996,41.4207993
"2757","DC 16",2022-09-01,2022,28.0234985,31.1831989,18.3276005,24.7552986,10.1697998,36.0900993
"2758","DC 16",2022-10-01,2023,0,26.8393002,12.9646997,19.9018993,6.3527999,26.3191986
"2759","DC 16",2022-11-01,2023,87.7279968,15.8760996,5.0983,10.4870996,2.2611992,11.5344
"2760","DC 16",2022-12-01,2023,338.8329773,11.4591999,3.9376998,7.6984,0.5813,5.053
"2761","DC 9",2000-01-01,2000,227.0939941,13.0100002,5.3960004,9.2030001,0.587,5.2189999
"2762","DC 9",2000-02-01,2000,374.4299927,14.0970001,6.3420005,10.2190008,0.581,5.8759999
"2763","DC 9",2000-03-01,2000,108.8619995,17.2399998,6.0920005,11.6660004,1.546,10.7989998
"2764","DC 9",2000-04-01,2000,54.125,21.7560005,8.7130003,15.2340012,2.2639999,16.5620003
"2765","DC 9",2000-05-01,2000,46.1259995,24.25,11.4040003,17.8270016,2.2390001,19.6270008
"2766","DC 9",2000-06-01,2000,8.9320002,31.302,15.1870003,23.2440014,4.9130001,33.8100014
"2767","DC 9",2000-07-01,2000,0,30.9160004,14.8730011,22.894001,5.27,33.0349998
"2768","DC 9",2000-08-01,2000,0,32.6090012,17.2770004,24.9430008,8.3699999,38.2229996
"2769","DC 9",2000-09-01,2000,25.3959999,28.3349991,14.6960011,21.5150013,5.7789998,27.7350006
"2770","DC 9",2000-10-01,2001,91.3379974,22.1720009,10.7880001,16.4800014,2.73,16.4750004
"2771","DC 9",2000-11-01,2001,37.7159996,14.5710001,4.151,9.3610001,0.802,8.3109999
"2772","DC 9",2000-12-01,2001,38.4790001,14.3620005,4.4890003,9.4250002,0.657,7.6599998
"2773","DC 9",2001-01-01,2001,115.6869965,13.2229996,2.8770001,8.0490007,0.945,7.796
"2774","DC 9",2001-02-01,2001,166.0399933,12.8610001,4.381,8.6210003,1.1109999,7.3629999
"2775","DC 9",2001-03-01,2001,67.848999,19.2169991,7.8280005,13.5220003,1.317,12.1370001
"2776","DC 9",2001-04-01,2001,62.6450005,18.2380009,6.4070005,12.3220005,1.416,12.3979998
"2777","DC 9",2001-05-01,2001,0.115,29.6219997,14.0340004,21.828001,5.6079998,30.7840004
"2778","DC 9",2001-06-01,2001,5.3860002,30.2110004,15.3830004,22.7970009,7.2480001,33.4920006
"2779","DC 9",2001-07-01,2001,0,32.355999,16.2940006,24.3240013,6.414,35.9420013
"2780","DC 9",2001-08-01,2001,0,33.2480011,16.5279999,24.8880005,7.7540002,39.2799988
"2781","DC 9",2001-09-01,2001,11.5179996,29.9769993,14.6900005,22.3330002,5.1110001,30.2770004
"2782","DC 9",2001-10-01,2002,39.5379982,26.3540001,12.8500004,19.6020012,6.309,24.7049999
"2783","DC 9",2001-11-01,2002,153.3739929,17.7700005,8.6610003,13.2150002,1.064,9.4870005
"2784","DC 9",2001-12-01,2002,265.8909912,11.6330004,4.888,8.2600002,0.371,4.1760001
"2785","DC 9",2002-01-01,2002,100.5360031,11.849,3.0920002,7.4700003,0.402,5.1300001
"2786","DC 9",2002-02-01,2002,72.6279984,16.2099991,5.105,10.6570005,1.1289999,9.3430004
"2787","DC 9",2002-03-01,2002,147.5119934,16.6289997,4.8470001,10.7370005,1.767,11.3269997
"2788","DC 9",2002-04-01,2002,22.0599995,20.1270008,8.5980005,14.3620005,1.4220001,13.0439997
"2789","DC 9",2002-05-01,2002,42.6829987,24.0209999,9.7460003,16.8830013,1.962,20.0760002
"2790","DC 9",2002-06-01,2002,0,30.8059998,14.2440004,22.5250015,4.4640002,31.8549995
"2791","DC 9",2002-07-01,2002,0,33.9910011,17.2600002,25.6250019,6.4530001,39.4360008
"2792","DC 9",2002-08-01,2002,0,32.3419991,15.3990011,23.8700008,6.4109998,36.6899986
"2793","DC 9",2002-09-01,2002,0,30.8209991,15.7740011,23.2970009,10.3699999,35.6349983
"2794","DC 9",2002-10-01,2003,0,24.2490005,10.2950001,17.2720013,4.5679998,21.5349998
"2795","DC 9",2002-11-01,2003,91.3379974,18.816,7.7640004,13.2900009,2.194,12.5100002
"2796","DC 9",2002-12-01,2003,337.901001,13.2799997,5.6050005,9.4420004,0.893,6.329
"2797","DC 9",2003-01-01,2003,85.2149963,15.1289997,6.3480005,10.7380009,0.345,5.8109999
"2798","DC 9",2003-02-01,2003,55.8069992,15.0939999,4.598,9.8450003,1.102,8.4049997
"2799","DC 9",2003-03-01,2003,99.2979965,17.7269993,6.4010005,12.0630007,1.255,10.6120005
"2800","DC 9",2003-04-01,2003,153.2420044,15.6059999,6.2090001,10.9070005,0.882,8.2110004
"2801","DC 9",2003-05-01,2003,52.7019997,23.6940002,9.802,16.7480011,1.6390001,17.9659996
"2802","DC 9",2003-06-01,2003,0,30.6399994,14.3310003,22.4850006,3.757,30.316
"2803","DC 9",2003-07-01,2003,0,35.3510017,19.2560005,27.3030014,9.6529999,44.5499992
"2804","DC 9",2003-08-01,2003,39.2939987,31.4160004,16.5799999,23.9980011,5.1420002,32.9339981
"2805","DC 9",2003-09-01,2003,0.016,31.4449997,15.762001,23.6030006,6.5799999,34.2519989
"2806","DC 9",2003-10-01,2004,2.2279999,27.8969994,12.9110003,20.4030018,6.605,28.1669998
"2807","DC 9",2003-11-01,2004,104.0699997,14.7489996,5.2880001,10.0180006,0.924,7.8390002
"2808","DC 9",2003-12-01,2004,249.3099976,12.9420004,5.4610004,9.2010002,0.504,5.6570001
"2809","DC 9",2004-01-01,2004,93.3639984,11.6780005,3.7130001,7.6950002,0.525,5.1360002
"2810","DC 9",2004-02-01,2004,191.802002,13.684,5.0610003,9.3720007,0.841,7.184
"2811","DC 9",2004-03-01,2004,36.7420006,21.8220005,9.0780001,15.4500008,2.684,16.2870007
"2812","DC 9",2004-04-01,2004,11.9379997,22.1590004,9.1230001,15.6410007,3.1589999,18.9279995
"2813","DC 9",2004-05-01,2004,7.5879998,25.1560001,10.4320002,17.7940006,2.615,21.8349991
"2814","DC 9",2004-06-01,2004,0,30.375,14.1490011,22.262001,4.1849999,31.2819996
"2815","DC 9",2004-07-01,2004,0,32.9970016,17.0310001,25.0140018,6.7119999,37.7260017
"2816","DC 9",2004-08-01,2004,0,32.5400009,16.5130005,24.526001,7.4369998,37.1459999
"2817","DC 9",2004-09-01,2004,7.9840002,30.0380001,15.0970011,22.5670013,8.8260002,33.4850006
"2818","DC 9",2004-10-01,2005,115.7679977,22.3290005,11.1120005,16.7200012,3.6099999,17.7320004
"2819","DC 9",2004-11-01,2005,83.6350021,16.0419998,5.7320004,10.8870001,0.953,9.1730003
"2820","DC 9",2004-12-01,2005,177.0630035,13.7600002,3.9890001,8.8740005,0.74,7.4260001
"2821","DC 9",2005-01-01,2005,147.727005,11.1529999,3.8090003,7.4810004,0.353,4.0960002
"2822","DC 9",2005-02-01,2005,82.0289993,15.8739996,6.8420005,11.3580008,0.934,7.5689998
"2823","DC 9",2005-03-01,2005,180.9450073,18.2180004,7.5130005,12.8650007,1.36,11.3990002
"2824","DC 9",2005-04-01,2005,42.8069992,18.6660004,6.9320002,12.7990007,1.175,11.9350004
"2825","DC 9",2005-05-01,2005,109.5429993,22.6669998,11.0550003,16.8610001,1.216,15.1160002
"2826","DC 9",2005-06-01,2005,29.0799999,26.0919991,11.9820004,19.0360012,1.688,22.5049992
"2827","DC 9",2005-07-01,2005,0,35.243,19.0090008,27.1260014,6.1900001,40.9329987
"2828","DC 9",2005-08-01,2005,0,34.2400017,18.2110004,26.2250004,9.1529999,41.9220009
"2829","DC 9",2005-09-01,2005,5.448,28.3349991,13.1450005,20.7390003,4.8579998,28.4519997
"2830","DC 9",2005-10-01,2006,25.7989998,23.7859993,11.4250002,17.6050014,3.757,19.1539993
"2831","DC 9",2005-11-01,2006,79.1930008,18.8029995,7.9510002,13.3760004,1.853,12.5349998
"2832","DC 9",2005-12-01,2006,394.0480042,13.4469995,5.5130005,9.4800005,0.353,5.2150002
"2833","DC 9",2006-01-01,2006,166.9700012,13.6999998,5.4400001,9.5690002,0.374,6.3520002
"2834","DC 9",2006-02-01,2006,98.0979996,16.3320007,4.605,10.4680004,1.154,11.059
"2835","DC 9",2006-03-01,2006,267.894989,12.3739996,4.0910001,8.2320004,0.604,6.585
"2836","DC 9",2006-04-01,2006,191.2779999,17.3369999,8.1590004,12.7480001,0.621,8.8879995
"2837","DC 9",2006-05-01,2006,22.7870007,26.118,11.7130003,18.9150009,2.082,22.7339993
"2838","DC 9",2006-06-01,2006,0,31.2700005,15.8760004,23.5730019,4.7290001,32.8209991
"2839","DC 9",2006-07-01,2006,0,35.4650002,19.6830006,27.5740013,10.1490002,45.3330002
"2840","DC 9",2006-08-01,2006,0,31.9090004,15.7630005,23.8360004,6.6799998,35.769001
"2841","DC 9",2006-09-01,2006,0,30.1240005,14.7410011,22.4320011,7.8379998,32.7360001
"2842","DC 9",2006-10-01,2007,4.8280001,23.2509995,9.8240004,16.5370007,3.9649999,19.7889996
"2843","DC 9",2006-11-01,2007,85.6159973,16.2420006,6.9590001,11.6000004,0.629,7.559
"2844","DC 9",2006-12-01,2007,144.0429993,13.2440004,3.9760001,8.6100006,0.96,7.6490002
"2845","DC 9",2007-01-01,2007,11.3850002,13.7709999,0.9590001,7.3640003,1.451,10.1700001
"2846","DC 9",2007-02-01,2007,228.1970062,14.4259996,5.4530001,9.9390001,0.896,7.737
"2847","DC 9",2007-03-01,2007,22.6809998,20.4519997,7.7150002,14.0830011,1.878,14.6120005
"2848","DC 9",2007-04-01,2007,67.776001,20.7180004,7.7840004,14.2510004,1.8049999,15.2489996
"2849","DC 9",2007-05-01,2007,21.441,26.3290005,10.8030005,18.566,2.9100001,24.7280006
"2850","DC 9",2007-06-01,2007,2.211,30.0799999,13.8050003,21.9420013,4.4629998,32.7879982
"2851","DC 9",2007-07-01,2007,0.104,33.0180016,16.493,24.7550011,6.1350002,38.2410011
"2852","DC 9",2007-08-01,2007,0,33.0439987,16.7220001,24.8820019,8.2869997,39.4799995
"2853","DC 9",2007-09-01,2007,17.0769997,27.3799992,13.4840002,20.4310017,4.4959998,26.2059994
"2854","DC 9",2007-10-01,2008,60.7000008,21.4629993,10.3620005,15.9120007,2.3540001,15.2049999
"2855","DC 9",2007-11-01,2008,33.7519989,19.9759998,7.5810003,13.7780008,2.1630001,14.2340002
"2856","DC 9",2007-12-01,2008,166.2559967,11.5050001,2.585,7.0450006,0.654,6.2309999
"2857","DC 9",2008-01-01,2008,234.477005,10.6569996,2.6250002,6.6400003,0.512,5.7420001
